peptide	lca	superkingdom	genus
peptide_0	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_1	Enterobacteriaceae	root	Escherichia
peptide_2	root	root	Tequatrovirus
peptide_3	Enterobacteriaceae	root	Tequatrovirus
peptide_4	root	root	Other
peptide_5	root	root	Salmonella
peptide_6	root	root	Escherichia
peptide_7	root	root	Escherichia
peptide_8	Enterobacteriaceae	root	Other
peptide_9	root	root	Bacillus
peptide_10	Enterobacteriaceae	Bacteria	Escherichia
peptide_11	Enterobacteriaceae	root	Salmonella
peptide_12	root	Bacteria	Escherichia
peptide_13	Enterobacteriaceae	root	Escherichia
peptide_14	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_15	root	Bacteria	Other
peptide_16	root	root	Salmonella
peptide_17	root	Bacteria	Escherichia
peptide_18	root	Bacteria	Other
peptide_19	root	root	Salmonella
peptide_20	root	root	Other
peptide_21	Enterobacteriaceae	root	Escherichia
peptide_22	Enterobacteriaceae	root	Other
peptide_23	root	root	Bacillus
peptide_24	root	root	Tequatrovirus
peptide_25	root	root	Bacillus
peptide_26	Enterobacteriaceae	Bacteria	Salmonella
peptide_27	root	Bacteria	Other
peptide_28	root	Bacteria	Salmonella
peptide_29	root	Bacteria	Escherichia
peptide_30	Enterobacteriaceae	root	Tequatrovirus
peptide_31	Enterobacteriaceae	Bacteria	Other
peptide_32	root	root	Tequatrovirus
peptide_33	root	Bacteria	Tequatrovirus
peptide_34	root	Bacteria	Tequatrovirus
peptide_35	Enterobacteriaceae	Bacteria	Bacillus
peptide_36	root	Bacteria	Escherichia
peptide_37	Enterobacteriaceae	Bacteria	Other
peptide_38	root	root	Bacillus
peptide_39	root	root	Salmonella
peptide_40	root	root	Tequatrovirus
peptide_41	Enterobacteriaceae	root	Tequatrovirus
peptide_42	root	root	Other
peptide_43	root	Bacteria	Salmonella
peptide_44	Enterobacteriaceae	root	Other
peptide_45	Enterobacteriaceae	root	Salmonella
peptide_46	Enterobacteriaceae	root	Tequatrovirus
peptide_47	root	root	Bacillus
peptide_48	root	Bacteria	Tequatrovirus
peptide_49	root	root	Salmonella
peptide_50	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_51	root	root	Tequatrovirus
peptide_52	Enterobacteriaceae	Bacteria	Salmonella
peptide_53	Enterobacteriaceae	Bacteria	Other
peptide_54	root	Bacteria	Other
peptide_55	root	root	Bacillus
peptide_56	root	root	Tequatrovirus
peptide_57	root	root	Salmonella
peptide_58	Enterobacteriaceae	Bacteria	Bacillus
peptide_59	root	root	Bacillus
peptide_60	root	Bacteria	Salmonella
peptide_61	Enterobacteriaceae	root	Salmonella
peptide_62	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_63	root	Bacteria	Other
peptide_64	Enterobacteriaceae	root	Other
peptide_65	root	Bacteria	Other
peptide_66	Enterobacteriaceae	root	Salmonella
peptide_67	Enterobacteriaceae	root	Salmonella
peptide_68	Enterobacteriaceae	root	Other
peptide_69	root	root	Other
peptide_70	Enterobacteriaceae	root	Escherichia
peptide_71	root	Bacteria	Other
peptide_72	Enterobacteriaceae	Bacteria	Other
peptide_73	Enterobacteriaceae	root	Salmonella
peptide_74	Enterobacteriaceae	Bacteria	Escherichia
peptide_75	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_76	Enterobacteriaceae	root	Salmonella
peptide_77	root	Bacteria	Other
peptide_78	root	Bacteria	Other
peptide_79	Enterobacteriaceae	Bacteria	Other
peptide_80	Enterobacteriaceae	root	Other
peptide_81	root	root	Salmonella
peptide_82	Enterobacteriaceae	Bacteria	Other
peptide_83	root	Bacteria	Other
peptide_84	Enterobacteriaceae	root	Other
peptide_85	root	root	Escherichia
peptide_86	Enterobacteriaceae	Bacteria	Salmonella
peptide_87	root	root	Other
peptide_88	root	root	Bacillus
peptide_89	Enterobacteriaceae	root	Salmonella
peptide_90	root	root	Tequatrovirus
peptide_91	root	Bacteria	Tequatrovirus
peptide_92	Enterobacteriaceae	root	Salmonella
peptide_93	root	root	Other
peptide_94	root	root	Bacillus
peptide_95	root	root	Escherichia
peptide_96	root	Bacteria	Salmonella
peptide_97	root	root	Salmonella
peptide_98	root	root	Other
peptide_99	root	root	Escherichia
