peptide	lca	superkingdom	genus
peptide_0	root	Bacteria	Salmonella
peptide_1	root	Bacteria	Tequatrovirus
peptide_2	Enterobacteriaceae	root	Escherichia
peptide_3	root	root	Escherichia
peptide_4	root	root	Other
peptide_5	Enterobacteriaceae	root	Tequatrovirus
peptide_6	Enterobacteriaceae	Bacteria	Escherichia
peptide_7	Enterobacteriaceae	root	Salmonella
peptide_8	Enterobacteriaceae	root	Tequatrovirus
peptide_9	Enterobacteriaceae	root	Other
peptide_10	Enterobacteriaceae	root	Salmonella
peptide_11	root	root	Escherichia
peptide_12	Enterobacteriaceae	Bacteria	Salmonella
peptide_13	Enterobacteriaceae	Bacteria	Salmonella
peptide_14	Enterobacteriaceae	root	Salmonella
peptide_15	Enterobacteriaceae	root	Salmonella
peptide_16	root	Bacteria	Escherichia
peptide_17	root	root	Salmonella
peptide_18	Enterobacteriaceae	root	Salmonella
peptide_19	Enterobacteriaceae	root	Other
peptide_20	root	Bacteria	Escherichia
peptide_21	Enterobacteriaceae	Bacteria	Bacillus
peptide_22	Enterobacteriaceae	root	Other
peptide_23	Enterobacteriaceae	root	Salmonella
peptide_24	root	Bacteria	Salmonella
peptide_25	root	Bacteria	Salmonella
peptide_26	root	Bacteria	Bacillus
peptide_27	Enterobacteriaceae	Bacteria	Escherichia
peptide_28	root	root	Salmonella
peptide_29	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_30	Enterobacteriaceae	Bacteria	Other
peptide_31	root	root	Other
peptide_32	root	root	Escherichia
peptide_33	Enterobacteriaceae	Bacteria	Bacillus
peptide_34	root	root	Salmonella
peptide_35	Enterobacteriaceae	Bacteria	Other
peptide_36	root	root	Other
peptide_37	root	Bacteria	Salmonella
peptide_38	Enterobacteriaceae	root	Tequatrovirus
peptide_39	root	root	Salmonella
peptide_40	root	root	Tequatrovirus
peptide_41	root	root	Other
peptide_42	Enterobacteriaceae	root	Other
peptide_43	root	root	Other
peptide_44	Enterobacteriaceae	Bacteria	Other
peptide_45	root	Bacteria	Escherichia
peptide_46	Enterobacteriaceae	Bacteria	Salmonella
peptide_47	Enterobacteriaceae	root	Other
peptide_48	Enterobacteriaceae	Bacteria	Salmonella
peptide_49	root	root	Tequatrovirus
peptide_50	Enterobacteriaceae	Bacteria	Other
peptide_51	root	root	Tequatrovirus
peptide_52	Enterobacteriaceae	Bacteria	Salmonella
peptide_53	Enterobacteriaceae	root	Tequatrovirus
peptide_54	root	Bacteria	Other
peptide_55	Enterobacteriaceae	root	Salmonella
peptide_56	Enterobacteriaceae	root	Tequatrovirus
peptide_57	Enterobacteriaceae	Bacteria	Escherichia
peptide_58	root	root	Salmonella
peptide_59	Enterobacteriaceae	root	Salmonella
peptide_60	Enterobacteriaceae	root	Bacillus
peptide_61	Enterobacteriaceae	Bacteria	Other
peptide_62	Enterobacteriaceae	root	Tequatrovirus
peptide_63	root	root	Salmonella
peptide_64	root	root	Bacillus
peptide_65	root	Bacteria	Tequatrovirus
peptide_66	Enterobacteriaceae	Bacteria	Escherichia
peptide_67	root	root	Tequatrovirus
peptide_68	Enterobacteriaceae	root	Other
peptide_69	root	Bacteria	Salmonella
peptide_70	Enterobacteriaceae	root	Salmonella
peptide_71	Enterobacteriaceae	Bacteria	Other
peptide_72	root	root	Salmonella
peptide_73	Enterobacteriaceae	root	Tequatrovirus
peptide_74	root	Bacteria	Other
peptide_75	Enterobacteriaceae	Bacteria	Salmonella
peptide_76	root	root	Salmonella
peptide_77	Enterobacteriaceae	root	Salmonella
peptide_78	root	root	Other
peptide_79	Enterobacteriaceae	root	Bacillus
peptide_80	Enterobacteriaceae	root	Escherichia
peptide_81	root	root	Bacillus
peptide_82	Enterobacteriaceae	root	Other
peptide_83	root	Bacteria	Salmonella
peptide_84	root	root	Escherichia
peptide_85	Enterobacteriaceae	root	Other
peptide_86	root	Bacteria	Other
peptide_87	root	Bacteria	Salmonella
peptide_88	root	root	Salmonella
peptide_89	root	root	Escherichia
peptide_90	Enterobacteriaceae	root	Escherichia
peptide_91	root	Bacteria	Escherichia
peptide_92	root	Bacteria	Other
peptide_93	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_94	root	Bacteria	Tequatrovirus
peptide_95	Enterobacteriaceae	root	Escherichia
peptide_96	Enterobacteriaceae	Bacteria	Salmonella
peptide_97	root	root	Escherichia
peptide_98	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_99	Enterobacteriaceae	Bacteria	Salmonella
