peptide	lca	superkingdom	genus
peptide_0	Enterobacteriaceae	root	Escherichia
peptide_1	root	Bacteria	Bacillus
peptide_2	Enterobacteriaceae	Bacteria	Other
peptide_3	root	Bacteria	Salmonella
peptide_4	Enterobacteriaceae	Bacteria	Other
peptide_5	root	Bacteria	Other
peptide_6	root	Bacteria	Escherichia
peptide_7	root	root	Salmonella
peptide_8	Enterobacteriaceae	root	Other
peptide_9	root	Bacteria	Salmonella
peptide_10	root	root	Escherichia
peptide_11	root	root	Escherichia
peptide_12	root	Bacteria	Other
peptide_13	Enterobacteriaceae	Bacteria	Other
peptide_14	Enterobacteriaceae	Bacteria	Escherichia
peptide_15	root	Bacteria	Bacillus
peptide_16	Enterobacteriaceae	root	Escherichia
peptide_17	root	Bacteria	Tequatrovirus
peptide_18	root	root	Tequatrovirus
peptide_19	root	Bacteria	Salmonella
peptide_20	Enterobacteriaceae	Bacteria	Other
peptide_21	Enterobacteriaceae	root	Tequatrovirus
peptide_22	root	root	Salmonella
peptide_23	Enterobacteriaceae	root	Escherichia
peptide_24	root	Bacteria	Other
peptide_25	Enterobacteriaceae	root	Other
peptide_26	root	root	Salmonella
peptide_27	Enterobacteriaceae	Bacteria	Escherichia
peptide_28	Enterobacteriaceae	Bacteria	Escherichia
peptide_29	Enterobacteriaceae	Bacteria	Salmonella
peptide_30	root	root	Tequatrovirus
peptide_31	root	Bacteria	Other
peptide_32	Enterobacteriaceae	root	Bacillus
peptide_33	Enterobacteriaceae	root	Tequatrovirus
peptide_34	root	root	Escherichia
peptide_35	root	Bacteria	Tequatrovirus
peptide_36	root	Bacteria	Salmonella
peptide_37	root	root	Salmonella
peptide_38	Enterobacteriaceae	root	Salmonella
peptide_39	root	root	Bacillus
peptide_40	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_41	root	root	Salmonella
peptide_42	root	root	Other
peptide_43	root	root	Salmonella
peptide_44	Enterobacteriaceae	Bacteria	Bacillus
peptide_45	root	root	Salmonella
peptide_46	root	Bacteria	Tequatrovirus
peptide_47	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_48	Enterobacteriaceae	root	Salmonella
peptide_49	Enterobacteriaceae	root	Escherichia
peptide_50	Enterobacteriaceae	root	Escherichia
peptide_51	root	Bacteria	Other
peptide_52	root	Bacteria	Escherichia
peptide_53	root	Bacteria	Tequatrovirus
peptide_54	root	root	Escherichia
peptide_55	root	Bacteria	Other
peptide_56	root	Bacteria	Escherichia
peptide_57	Enterobacteriaceae	Bacteria	Escherichia
peptide_58	Enterobacteriaceae	Bacteria	Other
peptide_59	Enterobacteriaceae	Bacteria	Other
peptide_60	Enterobacteriaceae	root	Other
peptide_61	root	root	Escherichia
peptide_62	root	Bacteria	Salmonella
peptide_63	Enterobacteriaceae	Bacteria	Other
peptide_64	Enterobacteriaceae	Bacteria	Other
peptide_65	Enterobacteriaceae	root	Salmonella
peptide_66	Enterobacteriaceae	Bacteria	Salmonella
peptide_67	Enterobacteriaceae	Bacteria	Salmonella
peptide_68	root	root	Bacillus
peptide_69	root	root	Salmonella
peptide_70	Enterobacteriaceae	Bacteria	Salmonella
peptide_71	Enterobacteriaceae	root	Tequatrovirus
peptide_72	root	root	Other
peptide_73	Enterobacteriaceae	Bacteria	Other
peptide_74	Enterobacteriaceae	root	Tequatrovirus
peptide_75	Enterobacteriaceae	Bacteria	Bacillus
peptide_76	root	Bacteria	Tequatrovirus
peptide_77	root	root	Other
peptide_78	Enterobacteriaceae	root	Escherichia
peptide_79	root	root	Salmonella
peptide_80	root	Bacteria	Tequatrovirus
peptide_81	Enterobacteriaceae	root	Salmonella
peptide_82	Enterobacteriaceae	Bacteria	Escherichia
peptide_83	Enterobacteriaceae	root	Tequatrovirus
peptide_84	root	Bacteria	Salmonella
peptide_85	root	Bacteria	Other
peptide_86	root	Bacteria	Escherichia
peptide_87	root	Bacteria	Tequatrovirus
peptide_88	Enterobacteriaceae	root	Other
peptide_89	Enterobacteriaceae	Bacteria	Escherichia
peptide_90	Enterobacteriaceae	root	Other
peptide_91	Enterobacteriaceae	root	Salmonella
peptide_92	Enterobacteriaceae	root	Other
peptide_93	root	Bacteria	Other
peptide_94	Enterobacteriaceae	root	Salmonella
peptide_95	root	root	Salmonella
peptide_96	root	Bacteria	Tequatrovirus
peptide_97	Enterobacteriaceae	Bacteria	Salmonella
peptide_98	Enterobacteriaceae	root	Escherichia
peptide_99	root	Bacteria	Tequatrovirus
