peptide	lca	superkingdom	genus
peptide_0	Enterobacteriaceae	root	Other
peptide_1	root	Bacteria	Salmonella
peptide_2	Enterobacteriaceae	root	Salmonella
peptide_3	Enterobacteriaceae	root	Other
peptide_4	root	root	Other
peptide_5	root	Bacteria	Other
peptide_6	root	root	Escherichia
peptide_7	Enterobacteriaceae	root	Other
peptide_8	Enterobacteriaceae	Bacteria	Other
peptide_9	root	Bacteria	Salmonella
peptide_10	root	root	Other
peptide_11	root	root	Salmonella
peptide_12	Enterobacteriaceae	Bacteria	Escherichia
peptide_13	root	Bacteria	Other
peptide_14	root	Bacteria	Escherichia
peptide_15	Enterobacteriaceae	root	Escherichia
peptide_16	root	root	Tequatrovirus
peptide_17	Enterobacteriaceae	root	Bacillus
peptide_18	Enterobacteriaceae	root	Salmonella
peptide_19	root	root	Salmonella
peptide_20	root	root	Salmonella
peptide_21	Enterobacteriaceae	root	Other
peptide_22	Enterobacteriaceae	root	Other
peptide_23	Enterobacteriaceae	root	Tequatrovirus
peptide_24	Enterobacteriaceae	root	Other
peptide_25	root	Bacteria	Salmonella
peptide_26	Enterobacteriaceae	root	Salmonella
peptide_27	root	root	Other
peptide_28	root	Bacteria	Bacillus
peptide_29	Enterobacteriaceae	Bacteria	Bacillus
peptide_30	Enterobacteriaceae	root	Escherichia
peptide_31	root	Bacteria	Other
peptide_32	root	Bacteria	Escherichia
peptide_33	Enterobacteriaceae	root	Salmonella
peptide_34	root	root	Salmonella
peptide_35	root	root	Salmonella
peptide_36	Enterobacteriaceae	root	Tequatrovirus
peptide_37	Enterobacteriaceae	Bacteria	Salmonella
peptide_38	root	root	Other
peptide_39	Enterobacteriaceae	Bacteria	Other
peptide_40	root	root	Tequatrovirus
peptide_41	Enterobacteriaceae	Bacteria	Other
peptide_42	Enterobacteriaceae	root	Tequatrovirus
peptide_43	Enterobacteriaceae	root	Salmonella
peptide_44	Enterobacteriaceae	root	Other
peptide_45	root	Bacteria	Escherichia
peptide_46	Enterobacteriaceae	Bacteria	Salmonella
peptide_47	root	root	Salmonella
peptide_48	Enterobacteriaceae	root	Escherichia
peptide_49	root	Bacteria	Escherichia
peptide_50	root	Bacteria	Salmonella
peptide_51	Enterobacteriaceae	root	Tequatrovirus
peptide_52	root	Bacteria	Other
peptide_53	Enterobacteriaceae	root	Escherichia
peptide_54	Enterobacteriaceae	Bacteria	Bacillus
peptide_55	Enterobacteriaceae	Bacteria	Salmonella
peptide_56	Enterobacteriaceae	Bacteria	Salmonella
peptide_57	root	root	Other
peptide_58	root	root	Other
peptide_59	root	root	Tequatrovirus
peptide_60	Enterobacteriaceae	root	Salmonella
peptide_61	root	Bacteria	Salmonella
peptide_62	Enterobacteriaceae	root	Escherichia
peptide_63	Enterobacteriaceae	Bacteria	Salmonella
peptide_64	Enterobacteriaceae	root	Escherichia
peptide_65	Enterobacteriaceae	root	Escherichia
peptide_66	root	root	Salmonella
peptide_67	root	Bacteria	Salmonella
peptide_68	root	Bacteria	Tequatrovirus
peptide_69	root	root	Escherichia
peptide_70	root	root	Bacillus
peptide_71	Enterobacteriaceae	root	Salmonella
peptide_72	Enterobacteriaceae	Bacteria	Other
peptide_73	root	Bacteria	Escherichia
peptide_74	root	root	Bacillus
peptide_75	root	root	Salmonella
peptide_76	root	Bacteria	Other
peptide_77	root	Bacteria	Other
peptide_78	root	Bacteria	Salmonella
peptide_79	root	Bacteria	Escherichia
peptide_80	Enterobacteriaceae	Bacteria	Other
peptide_81	root	root	Tequatrovirus
peptide_82	root	root	Other
peptide_83	root	Bacteria	Tequatrovirus
peptide_84	root	root	Tequatrovirus
peptide_85	Enterobacteriaceae	root	Tequatrovirus
peptide_86	Enterobacteriaceae	root	Escherichia
peptide_87	root	root	Salmonella
peptide_88	Enterobacteriaceae	Bacteria	Other
peptide_89	Enterobacteriaceae	root	Bacillus
peptide_90	root	root	Salmonella
peptide_91	Enterobacteriaceae	root	Tequatrovirus
peptide_92	Enterobacteriaceae	Bacteria	Other
peptide_93	Enterobacteriaceae	root	Other
peptide_94	root	root	Other
peptide_95	Enterobacteriaceae	Bacteria	Salmonella
peptide_96	Enterobacteriaceae	root	Salmonella
peptide_97	root	Bacteria	Escherichia
peptide_98	root	root	Salmonella
peptide_99	Enterobacteriaceae	root	Tequatrovirus
