peptide	lca	superkingdom	genus
peptide_0	Enterobacteriaceae	root	Salmonella
peptide_1	Enterobacteriaceae	root	Tequatrovirus
peptide_2	root	Bacteria	Tequatrovirus
peptide_3	Enterobacteriaceae	root	Other
peptide_4	Enterobacteriaceae	root	Salmonella
peptide_5	root	root	Escherichia
peptide_6	Enterobacteriaceae	root	Other
peptide_7	root	root	Salmonella
peptide_8	root	root	Escherichia
peptide_9	Enterobacteriaceae	Bacteria	Salmonella
peptide_10	Enterobacteriaceae	root	Escherichia
peptide_11	root	Bacteria	Tequatrovirus
peptide_12	Enterobacteriaceae	Bacteria	Other
peptide_13	Enterobacteriaceae	Bacteria	Bacillus
peptide_14	Enterobacteriaceae	root	Salmonella
peptide_15	Enterobacteriaceae	root	Bacillus
peptide_16	root	Bacteria	Other
peptide_17	root	root	Bacillus
peptide_18	root	root	Salmonella
peptide_19	Enterobacteriaceae	Bacteria	Other
peptide_20	Enterobacteriaceae	Bacteria	Salmonella
peptide_21	Enterobacteriaceae	Bacteria	Other
peptide_22	Enterobacteriaceae	Bacteria	Bacillus
peptide_23	root	Bacteria	Escherichia
peptide_24	root	root	Escherichia
peptide_25	Enterobacteriaceae	root	Salmonella
peptide_26	root	Bacteria	Other
peptide_27	Enterobacteriaceae	Bacteria	Salmonella
peptide_28	Enterobacteriaceae	root	Salmonella
peptide_29	Enterobacteriaceae	Bacteria	Bacillus
peptide_30	Enterobacteriaceae	Bacteria	Salmonella
peptide_31	Enterobacteriaceae	Bacteria	Other
peptide_32	Enterobacteriaceae	root	Tequatrovirus
peptide_33	root	root	Other
peptide_34	root	root	Bacillus
peptide_35	root	Bacteria	Salmonella
peptide_36	root	Bacteria	Escherichia
peptide_37	root	Bacteria	Salmonella
peptide_38	root	root	Other
peptide_39	Enterobacteriaceae	Bacteria	Other
peptide_40	root	root	Tequatrovirus
peptide_41	root	root	Salmonella
peptide_42	root	Bacteria	Tequatrovirus
peptide_43	root	Bacteria	Salmonella
peptide_44	Enterobacteriaceae	Bacteria	Other
peptide_45	root	Bacteria	Escherichia
peptide_46	root	Bacteria	Other
peptide_47	root	root	Salmonella
peptide_48	Enterobacteriaceae	Bacteria	Salmonella
peptide_49	Enterobacteriaceae	Bacteria	Other
peptide_50	root	root	Tequatrovirus
peptide_51	Enterobacteriaceae	Bacteria	Salmonella
peptide_52	root	Bacteria	Other
peptide_53	Enterobacteriaceae	Bacteria	Other
peptide_54	root	root	Bacillus
peptide_55	root	root	Salmonella
peptide_56	Enterobacteriaceae	Bacteria	Escherichia
peptide_57	root	Bacteria	Bacillus
peptide_58	root	root	Bacillus
peptide_59	root	Bacteria	Bacillus
peptide_60	Enterobacteriaceae	Bacteria	Salmonella
peptide_61	Enterobacteriaceae	Bacteria	Salmonella
peptide_62	root	root	Tequatrovirus
peptide_63	root	root	Other
peptide_64	Enterobacteriaceae	Bacteria	Escherichia
peptide_65	root	root	Salmonella
peptide_66	Enterobacteriaceae	root	Tequatrovirus
peptide_67	Enterobacteriaceae	Bacteria	Escherichia
peptide_68	root	root	Salmonella
peptide_69	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_70	root	Bacteria	Tequatrovirus
peptide_71	root	Bacteria	Escherichia
peptide_72	root	Bacteria	Tequatrovirus
peptide_73	Enterobacteriaceae	Bacteria	Salmonella
peptide_74	root	Bacteria	Tequatrovirus
peptide_75	Enterobacteriaceae	root	Salmonella
peptide_76	root	root	Tequatrovirus
peptide_77	Enterobacteriaceae	root	Tequatrovirus
peptide_78	Enterobacteriaceae	root	Salmonella
peptide_79	root	root	Tequatrovirus
peptide_80	Enterobacteriaceae	Bacteria	Other
peptide_81	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_82	root	root	Salmonella
peptide_83	Enterobacteriaceae	Bacteria	Bacillus
peptide_84	root	Bacteria	Escherichia
peptide_85	Enterobacteriaceae	Bacteria	Salmonella
peptide_86	root	Bacteria	Escherichia
peptide_87	Enterobacteriaceae	root	Salmonella
peptide_88	root	root	Escherichia
peptide_89	Enterobacteriaceae	root	Escherichia
peptide_90	Enterobacteriaceae	Bacteria	Other
peptide_91	root	root	Escherichia
peptide_92	Enterobacteriaceae	root	Salmonella
peptide_93	root	root	Tequatrovirus
peptide_94	Enterobacteriaceae	root	Other
peptide_95	Enterobacteriaceae	Bacteria	Salmonella
peptide_96	Enterobacteriaceae	root	Other
peptide_97	Enterobacteriaceae	root	Salmonella
peptide_98	Enterobacteriaceae	root	Escherichia
peptide_99	Enterobacteriaceae	Bacteria	Salmonella
