peptide	lca	superkingdom	genus
peptide_0	root	root	Salmonella
peptide_1	root	root	Escherichia
peptide_2	root	Bacteria	Bacillus
peptide_3	Enterobacteriaceae	Bacteria	Other
peptide_4	Enterobacteriaceae	Bacteria	Salmonella
peptide_5	Enterobacteriaceae	root	Salmonella
peptide_6	Enterobacteriaceae	Bacteria	Salmonella
peptide_7	Enterobacteriaceae	Bacteria	Bacillus
peptide_8	root	root	Other
peptide_9	root	root	Other
peptide_10	Enterobacteriaceae	root	Escherichia
peptide_11	Enterobacteriaceae	root	Other
peptide_12	root	Bacteria	Tequatrovirus
peptide_13	Enterobacteriaceae	root	Salmonella
peptide_14	Enterobacteriaceae	root	Salmonella
peptide_15	root	Bacteria	Salmonella
peptide_16	root	Bacteria	Other
peptide_17	root	Bacteria	Other
peptide_18	root	root	Tequatrovirus
peptide_19	root	Bacteria	Escherichia
peptide_20	root	Bacteria	Bacillus
peptide_21	Enterobacteriaceae	root	Escherichia
peptide_22	Enterobacteriaceae	Bacteria	Bacillus
peptide_23	Enterobacteriaceae	Bacteria	Bacillus
peptide_24	Enterobacteriaceae	root	Escherichia
peptide_25	root	Bacteria	Escherichia
peptide_26	Enterobacteriaceae	root	Salmonella
peptide_27	root	Bacteria	Salmonella
peptide_28	root	Bacteria	Salmonella
peptide_29	root	root	Escherichia
peptide_30	Enterobacteriaceae	root	Tequatrovirus
peptide_31	Enterobacteriaceae	root	Other
peptide_32	root	root	Salmonella
peptide_33	Enterobacteriaceae	root	Tequatrovirus
peptide_34	root	Bacteria	Tequatrovirus
peptide_35	root	root	Other
peptide_36	Enterobacteriaceae	root	Salmonella
peptide_37	root	Bacteria	Salmonella
peptide_38	root	Bacteria	Salmonella
peptide_39	root	Bacteria	Escherichia
peptide_40	root	root	Other
peptide_41	root	Bacteria	Other
peptide_42	Enterobacteriaceae	Bacteria	Salmonella
peptide_43	Enterobacteriaceae	root	Salmonella
peptide_44	root	root	Salmonella
peptide_45	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_46	root	root	Salmonella
peptide_47	root	Bacteria	Tequatrovirus
peptide_48	Enterobacteriaceae	Bacteria	Other
peptide_49	Enterobacteriaceae	root	Salmonella
peptide_50	root	root	Other
peptide_51	root	Bacteria	Salmonella
peptide_52	root	Bacteria	Other
peptide_53	root	root	Other
peptide_54	root	root	Tequatrovirus
peptide_55	root	root	Salmonella
peptide_56	root	Bacteria	Tequatrovirus
peptide_57	Enterobacteriaceae	Bacteria	Salmonella
peptide_58	Enterobacteriaceae	Bacteria	Escherichia
peptide_59	Enterobacteriaceae	Bacteria	Other
peptide_60	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_61	root	Bacteria	Other
peptide_62	Enterobacteriaceae	Bacteria	Other
peptide_63	Enterobacteriaceae	Bacteria	Salmonella
peptide_64	root	Bacteria	Bacillus
peptide_65	root	Bacteria	Escherichia
peptide_66	Enterobacteriaceae	root	Other
peptide_67	Enterobacteriaceae	root	Other
peptide_68	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_69	Enterobacteriaceae	root	Other
peptide_70	Enterobacteriaceae	Bacteria	Escherichia
peptide_71	root	Bacteria	Salmonella
peptide_72	root	Bacteria	Other
peptide_73	root	Bacteria	Tequatrovirus
peptide_74	root	root	Salmonella
peptide_75	root	Bacteria	Other
peptide_76	Enterobacteriaceae	root	Tequatrovirus
peptide_77	Enterobacteriaceae	root	Other
peptide_78	Enterobacteriaceae	Bacteria	Salmonella
peptide_79	root	Bacteria	Bacillus
peptide_80	root	Bacteria	Tequatrovirus
peptide_81	Enterobacteriaceae	root	Bacillus
peptide_82	Enterobacteriaceae	Bacteria	Salmonella
peptide_83	Enterobacteriaceae	root	Salmonella
peptide_84	root	Bacteria	Tequatrovirus
peptide_85	Enterobacteriaceae	root	Tequatrovirus
peptide_86	Enterobacteriaceae	root	Salmonella
peptide_87	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_88	Enterobacteriaceae	root	Other
peptide_89	root	Bacteria	Salmonella
peptide_90	root	root	Tequatrovirus
peptide_91	root	root	Tequatrovirus
peptide_92	Enterobacteriaceae	Bacteria	Bacillus
peptide_93	Enterobacteriaceae	root	Tequatrovirus
peptide_94	root	root	Other
peptide_95	Enterobacteriaceae	Bacteria	Bacillus
peptide_96	root	Bacteria	Salmonella
peptide_97	root	root	Other
peptide_98	Enterobacteriaceae	root	Bacillus
peptide_99	Enterobacteriaceae	root	Bacillus
