peptide	lca	superkingdom	genus
peptide_0	root	root	Tequatrovirus
peptide_1	root	Bacteria	Escherichia
peptide_2	root	root	Salmonella
peptide_3	Enterobacteriaceae	Bacteria	Bacillus
peptide_4	Enterobacteriaceae	Bacteria	Bacillus
peptide_5	Enterobacteriaceae	Bacteria	Salmonella
peptide_6	root	Bacteria	Escherichia
peptide_7	Enterobacteriaceae	root	Tequatrovirus
peptide_8	Enterobacteriaceae	Bacteria	Salmonella
peptide_9	root	Bacteria	Escherichia
peptide_10	root	root	Tequatrovirus
peptide_11	root	Bacteria	Tequatrovirus
peptide_12	root	Bacteria	Other
peptide_13	root	Bacteria	Salmonella
peptide_14	root	Bacteria	Tequatrovirus
peptide_15	Enterobacteriaceae	root	Salmonella
peptide_16	Enterobacteriaceae	Bacteria	Other
peptide_17	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_18	root	root	Salmonella
peptide_19	root	Bacteria	Tequatrovirus
peptide_20	Enterobacteriaceae	root	Bacillus
peptide_21	Enterobacteriaceae	Bacteria	Other
peptide_22	root	Bacteria	Salmonella
peptide_23	root	Bacteria	Salmonella
peptide_24	Enterobacteriaceae	root	Other
peptide_25	Enterobacteriaceae	root	Other
peptide_26	root	root	Salmonella
peptide_27	root	Bacteria	Bacillus
peptide_28	Enterobacteriaceae	root	Other
peptide_29	root	root	Salmonella
peptide_30	Enterobacteriaceae	root	Other
peptide_31	root	Bacteria	Salmonella
peptide_32	root	Bacteria	Bacillus
peptide_33	root	Bacteria	Escherichia
peptide_34	Enterobacteriaceae	root	Other
peptide_35	root	Bacteria	Escherichia
peptide_36	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_37	Enterobacteriaceae	root	Salmonella
peptide_38	root	root	Escherichia
peptide_39	root	root	Bacillus
peptide_40	root	root	Escherichia
peptide_41	root	Bacteria	Salmonella
peptide_42	root	Bacteria	Salmonella
peptide_43	root	Bacteria	Tequatrovirus
peptide_44	root	root	Tequatrovirus
peptide_45	root	root	Other
peptide_46	root	Bacteria	Escherichia
peptide_47	root	Bacteria	Salmonella
peptide_48	Enterobacteriaceae	Bacteria	Bacillus
peptide_49	root	Bacteria	Other
peptide_50	Enterobacteriaceae	root	Escherichia
peptide_51	root	Bacteria	Salmonella
peptide_52	root	root	Escherichia
peptide_53	root	root	Salmonella
peptide_54	Enterobacteriaceae	root	Bacillus
peptide_55	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_56	root	root	Tequatrovirus
peptide_57	root	Bacteria	Other
peptide_58	root	Bacteria	Bacillus
peptide_59	root	root	Salmonella
peptide_60	root	root	Tequatrovirus
peptide_61	root	Bacteria	Other
peptide_62	Enterobacteriaceae	root	Escherichia
peptide_63	Enterobacteriaceae	root	Tequatrovirus
peptide_64	root	Bacteria	Salmonella
peptide_65	Enterobacteriaceae	Bacteria	Escherichia
peptide_66	Enterobacteriaceae	root	Escherichia
peptide_67	Enterobacteriaceae	root	Escherichia
peptide_68	Enterobacteriaceae	root	Tequatrovirus
peptide_69	root	Bacteria	Other
peptide_70	root	Bacteria	Tequatrovirus
peptide_71	Enterobacteriaceae	root	Salmonella
peptide_72	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_73	Enterobacteriaceae	root	Salmonella
peptide_74	root	Bacteria	Salmonella
peptide_75	Enterobacteriaceae	Bacteria	Other
peptide_76	root	root	Salmonella
peptide_77	Enterobacteriaceae	Bacteria	Salmonella
peptide_78	Enterobacteriaceae	root	Bacillus
peptide_79	root	Bacteria	Salmonella
peptide_80	root	root	Tequatrovirus
peptide_81	root	root	Salmonella
peptide_82	root	root	Escherichia
peptide_83	Enterobacteriaceae	Bacteria	Salmonella
peptide_84	root	root	Other
peptide_85	Enterobacteriaceae	root	Bacillus
peptide_86	root	root	Other
peptide_87	Enterobacteriaceae	Bacteria	Salmonella
peptide_88	Enterobacteriaceae	Bacteria	Salmonella
peptide_89	root	Bacteria	Other
peptide_90	root	Bacteria	Salmonella
peptide_91	Enterobacteriaceae	root	Escherichia
peptide_92	root	root	Salmonella
peptide_93	Enterobacteriaceae	Bacteria	Salmonella
peptide_94	Enterobacteriaceae	Bacteria	Escherichia
peptide_95	Enterobacteriaceae	root	Other
peptide_96	Enterobacteriaceae	root	Other
peptide_97	root	Bacteria	Salmonella
peptide_98	Enterobacteriaceae	root	Other
peptide_99	root	Bacteria	Tequatrovirus
