peptide	lca	superkingdom	genus
peptide_0	root	root	Other
peptide_1	Enterobacteriaceae	root	Bacillus
peptide_2	root	root	Tequatrovirus
peptide_3	root	Bacteria	Salmonella
peptide_4	Enterobacteriaceae	root	Other
peptide_5	root	Bacteria	Tequatrovirus
peptide_6	root	root	Salmonella
peptide_7	Enterobacteriaceae	root	Salmonella
peptide_8	root	Bacteria	Salmonella
peptide_9	Enterobacteriaceae	root	Other
peptide_10	root	Bacteria	Salmonella
peptide_11	root	root	Escherichia
peptide_12	Enterobacteriaceae	root	Escherichia
peptide_13	Enterobacteriaceae	root	Tequatrovirus
peptide_14	Enterobacteriaceae	root	Bacillus
peptide_15	root	Bacteria	Salmonella
peptide_16	root	Bacteria	Salmonella
peptide_17	root	root	Bacillus
peptide_18	Enterobacteriaceae	root	Tequatrovirus
peptide_19	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_20	root	Bacteria	Escherichia
peptide_21	root	Bacteria	Other
peptide_22	root	Bacteria	Salmonella
peptide_23	Enterobacteriaceae	Bacteria	Escherichia
peptide_24	root	Bacteria	Salmonella
peptide_25	root	Bacteria	Salmonella
peptide_26	Enterobacteriaceae	Bacteria	Escherichia
peptide_27	root	Bacteria	Salmonella
peptide_28	root	Bacteria	Salmonella
peptide_29	Enterobacteriaceae	root	Other
peptide_30	root	root	Salmonella
peptide_31	root	root	Bacillus
peptide_32	root	Bacteria	Tequatrovirus
peptide_33	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_34	root	Bacteria	Bacillus
peptide_35	Enterobacteriaceae	Bacteria	Other
peptide_36	root	root	Tequatrovirus
peptide_37	root	root	Other
peptide_38	Enterobacteriaceae	root	Tequatrovirus
peptide_39	root	Bacteria	Other
peptide_40	Enterobacteriaceae	Bacteria	Other
peptide_41	root	root	Tequatrovirus
peptide_42	root	root	Tequatrovirus
peptide_43	Enterobacteriaceae	root	Salmonella
peptide_44	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_45	root	root	Other
peptide_46	Enterobacteriaceae	root	Salmonella
peptide_47	Enterobacteriaceae	root	Other
peptide_48	Enterobacteriaceae	root	Escherichia
peptide_49	root	root	Other
peptide_50	Enterobacteriaceae	Bacteria	Escherichia
peptide_51	Enterobacteriaceae	root	Tequatrovirus
peptide_52	root	Bacteria	Escherichia
peptide_53	Enterobacteriaceae	Bacteria	Salmonella
peptide_54	root	root	Other
peptide_55	root	Bacteria	Bacillus
peptide_56	root	Bacteria	Bacillus
peptide_57	root	Bacteria	Tequatrovirus
peptide_58	root	Bacteria	Tequatrovirus
peptide_59	root	Bacteria	Tequatrovirus
peptide_60	root	Bacteria	Escherichia
peptide_61	root	root	Other
peptide_62	Enterobacteriaceae	root	Tequatrovirus
peptide_63	root	root	Salmonella
peptide_64	root	root	Other
peptide_65	Enterobacteriaceae	Bacteria	Other
peptide_66	root	root	Bacillus
peptide_67	root	Bacteria	Tequatrovirus
peptide_68	root	root	Salmonella
peptide_69	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_70	Enterobacteriaceae	root	Escherichia
peptide_71	root	Bacteria	Escherichia
peptide_72	Enterobacteriaceae	Bacteria	Other
peptide_73	root	root	Other
peptide_74	Enterobacteriaceae	root	Other
peptide_75	root	Bacteria	Salmonella
peptide_76	root	root	Salmonella
peptide_77	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_78	Enterobacteriaceae	Bacteria	Bacillus
peptide_79	Enterobacteriaceae	root	Other
peptide_80	root	Bacteria	Other
peptide_81	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_82	Enterobacteriaceae	root	Other
peptide_83	Enterobacteriaceae	Bacteria	Other
peptide_84	root	root	Bacillus
peptide_85	root	root	Other
peptide_86	root	Bacteria	Tequatrovirus
peptide_87	root	root	Tequatrovirus
peptide_88	root	root	Bacillus
peptide_89	Enterobacteriaceae	root	Other
peptide_90	Enterobacteriaceae	root	Other
peptide_91	root	Bacteria	Bacillus
peptide_92	root	root	Other
peptide_93	Enterobacteriaceae	Bacteria	Bacillus
peptide_94	root	root	Bacillus
peptide_95	Enterobacteriaceae	Bacteria	Bacillus
peptide_96	Enterobacteriaceae	Bacteria	Bacillus
peptide_97	root	root	Tequatrovirus
peptide_98	Enterobacteriaceae	root	Tequatrovirus
peptide_99	root	root	Salmonella
