peptide	lca	superkingdom	genus
peptide_0	root	root	Escherichia
peptide_1	Enterobacteriaceae	root	Salmonella
peptide_2	root	root	Bacillus
peptide_3	Enterobacteriaceae	root	Salmonella
peptide_4	Enterobacteriaceae	Bacteria	Bacillus
peptide_5	Enterobacteriaceae	Bacteria	Escherichia
peptide_6	root	Bacteria	Other
peptide_7	root	Bacteria	Other
peptide_8	root	root	Tequatrovirus
peptide_9	Enterobacteriaceae	root	Escherichia
peptide_10	root	root	Other
peptide_11	root	Bacteria	Salmonella
peptide_12	Enterobacteriaceae	root	Other
peptide_13	root	root	Other
peptide_14	Enterobacteriaceae	Bacteria	Bacillus
peptide_15	Enterobacteriaceae	root	Salmonella
peptide_16	root	Bacteria	Salmonella
peptide_17	Enterobacteriaceae	root	Bacillus
peptide_18	root	root	Other
peptide_19	Enterobacteriaceae	root	Other
peptide_20	root	Bacteria	Tequatrovirus
peptide_21	root	Bacteria	Tequatrovirus
peptide_22	root	Bacteria	Other
peptide_23	Enterobacteriaceae	Bacteria	Other
peptide_24	root	root	Salmonella
peptide_25	Enterobacteriaceae	root	Escherichia
peptide_26	Enterobacteriaceae	Bacteria	Other
peptide_27	Enterobacteriaceae	Bacteria	Salmonella
peptide_28	root	Bacteria	Tequatrovirus
peptide_29	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_30	root	Bacteria	Escherichia
peptide_31	root	root	Salmonella
peptide_32	root	root	Salmonella
peptide_33	root	Bacteria	Tequatrovirus
peptide_34	root	root	Tequatrovirus
peptide_35	Enterobacteriaceae	Bacteria	Salmonella
peptide_36	root	root	Tequatrovirus
peptide_37	root	root	Other
peptide_38	root	Bacteria	Salmonella
peptide_39	Enterobacteriaceae	root	Tequatrovirus
peptide_40	root	root	Salmonella
peptide_41	Enterobacteriaceae	root	Other
peptide_42	Enterobacteriaceae	root	Escherichia
peptide_43	root	root	Salmonella
peptide_44	root	root	Other
peptide_45	Enterobacteriaceae	root	Other
peptide_46	Enterobacteriaceae	Bacteria	Escherichia
peptide_47	Enterobacteriaceae	root	Salmonella
peptide_48	Enterobacteriaceae	root	Other
peptide_49	root	Bacteria	Salmonella
peptide_50	root	Bacteria	Other
peptide_51	root	Bacteria	Bacillus
peptide_52	root	Bacteria	Escherichia
peptide_53	root	root	Salmonella
peptide_54	Enterobacteriaceae	root	Escherichia
peptide_55	root	Bacteria	Other
peptide_56	Enterobacteriaceae	root	Other
peptide_57	Enterobacteriaceae	Bacteria	Other
peptide_58	root	Bacteria	Tequatrovirus
peptide_59	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_60	Enterobacteriaceae	root	Salmonella
peptide_61	root	root	Salmonella
peptide_62	root	Bacteria	Salmonella
peptide_63	root	Bacteria	Tequatrovirus
peptide_64	Enterobacteriaceae	root	Salmonella
peptide_65	root	Bacteria	Tequatrovirus
peptide_66	Enterobacteriaceae	Bacteria	Salmonella
peptide_67	root	root	Bacillus
peptide_68	root	root	Escherichia
peptide_69	root	Bacteria	Salmonella
peptide_70	Enterobacteriaceae	root	Tequatrovirus
peptide_71	Enterobacteriaceae	root	Bacillus
peptide_72	Enterobacteriaceae	Bacteria	Bacillus
peptide_73	Enterobacteriaceae	root	Tequatrovirus
peptide_74	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_75	root	root	Other
peptide_76	Enterobacteriaceae	Bacteria	Salmonella
peptide_77	root	root	Other
peptide_78	root	Bacteria	Other
peptide_79	Enterobacteriaceae	root	Escherichia
peptide_80	root	Bacteria	Escherichia
peptide_81	Enterobacteriaceae	Bacteria	Other
peptide_82	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_83	Enterobacteriaceae	root	Escherichia
peptide_84	root	Bacteria	Tequatrovirus
peptide_85	Enterobacteriaceae	root	Tequatrovirus
peptide_86	root	root	Tequatrovirus
peptide_87	root	root	Salmonella
peptide_88	Enterobacteriaceae	Bacteria	Salmonella
peptide_89	Enterobacteriaceae	root	Tequatrovirus
peptide_90	Enterobacteriaceae	Bacteria	Salmonella
peptide_91	Enterobacteriaceae	root	Other
peptide_92	Enterobacteriaceae	root	Tequatrovirus
peptide_93	root	Bacteria	Other
peptide_94	root	Bacteria	Bacillus
peptide_95	root	Bacteria	Other
peptide_96	Enterobacteriaceae	Bacteria	Other
peptide_97	root	Bacteria	Tequatrovirus
peptide_98	Enterobacteriaceae	Bacteria	Other
peptide_99	Enterobacteriaceae	Bacteria	Tequatrovirus
