peptide	lca	superkingdom	genus
peptide_0	Enterobacteriaceae	root	Bacillus
peptide_1	Enterobacteriaceae	root	Salmonella
peptide_2	root	root	Bacillus
peptide_3	Enterobacteriaceae	root	Tequatrovirus
peptide_4	root	Bacteria	Other
peptide_5	root	root	Other
peptide_6	root	root	Other
peptide_7	root	root	Other
peptide_8	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_9	root	root	Bacillus
peptide_10	Enterobacteriaceae	root	Salmonella
peptide_11	root	root	Salmonella
peptide_12	Enterobacteriaceae	root	Salmonella
peptide_13	Enterobacteriaceae	root	Salmonella
peptide_14	Enterobacteriaceae	Bacteria	Bacillus
peptide_15	Enterobacteriaceae	root	Salmonella
peptide_16	Enterobacteriaceae	root	Other
peptide_17	root	root	Other
peptide_18	Enterobacteriaceae	Bacteria	Salmonella
peptide_19	Enterobacteriaceae	Bacteria	Salmonella
peptide_20	root	root	Other
peptide_21	Enterobacteriaceae	root	Salmonella
peptide_22	Enterobacteriaceae	root	Salmonella
peptide_23	root	Bacteria	Bacillus
peptide_24	root	Bacteria	Escherichia
peptide_25	root	Bacteria	Other
peptide_26	root	Bacteria	Other
peptide_27	root	Bacteria	Tequatrovirus
peptide_28	Enterobacteriaceae	Bacteria	Escherichia
peptide_29	root	root	Salmonella
peptide_30	Enterobacteriaceae	root	Escherichia
peptide_31	Enterobacteriaceae	Bacteria	Bacillus
peptide_32	root	Bacteria	Other
peptide_33	Enterobacteriaceae	Bacteria	Other
peptide_34	Enterobacteriaceae	root	Salmonella
peptide_35	Enterobacteriaceae	Bacteria	Other
peptide_36	Enterobacteriaceae	root	Salmonella
peptide_37	Enterobacteriaceae	root	Salmonella
peptide_38	root	root	Other
peptide_39	root	Bacteria	Salmonella
peptide_40	Enterobacteriaceae	Bacteria	Other
peptide_41	root	root	Bacillus
peptide_42	root	Bacteria	Other
peptide_43	root	Bacteria	Other
peptide_44	Enterobacteriaceae	root	Tequatrovirus
peptide_45	root	Bacteria	Other
peptide_46	Enterobacteriaceae	root	Escherichia
peptide_47	root	Bacteria	Salmonella
peptide_48	Enterobacteriaceae	Bacteria	Salmonella
peptide_49	Enterobacteriaceae	root	Other
peptide_50	Enterobacteriaceae	root	Salmonella
peptide_51	root	Bacteria	Salmonella
peptide_52	root	root	Other
peptide_53	root	Bacteria	Salmonella
peptide_54	Enterobacteriaceae	root	Other
peptide_55	Enterobacteriaceae	Bacteria	Salmonella
peptide_56	Enterobacteriaceae	root	Other
peptide_57	Enterobacteriaceae	Bacteria	Salmonella
peptide_58	Enterobacteriaceae	root	Other
peptide_59	root	root	Salmonella
peptide_60	root	root	Escherichia
peptide_61	root	root	Salmonella
peptide_62	Enterobacteriaceae	root	Other
peptide_63	Enterobacteriaceae	root	Salmonella
peptide_64	Enterobacteriaceae	Bacteria	Salmonella
peptide_65	root	root	Salmonella
peptide_66	Enterobacteriaceae	root	Bacillus
peptide_67	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_68	Enterobacteriaceae	root	Other
peptide_69	Enterobacteriaceae	root	Other
peptide_70	root	root	Salmonella
peptide_71	Enterobacteriaceae	Bacteria	Escherichia
peptide_72	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_73	root	Bacteria	Other
peptide_74	Enterobacteriaceae	root	Escherichia
peptide_75	root	root	Bacillus
peptide_76	Enterobacteriaceae	Bacteria	Salmonella
peptide_77	Enterobacteriaceae	Bacteria	Other
peptide_78	Enterobacteriaceae	Bacteria	Escherichia
peptide_79	root	Bacteria	Escherichia
peptide_80	Enterobacteriaceae	root	Tequatrovirus
peptide_81	root	Bacteria	Salmonella
peptide_82	root	Bacteria	Escherichia
peptide_83	root	Bacteria	Salmonella
peptide_84	Enterobacteriaceae	root	Other
peptide_85	Enterobacteriaceae	root	Tequatrovirus
peptide_86	Enterobacteriaceae	Bacteria	Escherichia
peptide_87	Enterobacteriaceae	root	Salmonella
peptide_88	root	Bacteria	Tequatrovirus
peptide_89	Enterobacteriaceae	root	Salmonella
peptide_90	Enterobacteriaceae	Bacteria	Escherichia
peptide_91	Enterobacteriaceae	root	Escherichia
peptide_92	Enterobacteriaceae	Bacteria	Salmonella
peptide_93	root	Bacteria	Escherichia
peptide_94	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_95	Enterobacteriaceae	root	Other
peptide_96	root	root	Bacillus
peptide_97	root	Bacteria	Other
peptide_98	root	root	Bacillus
peptide_99	root	Bacteria	Other
