peptide	lca	superkingdom	genus
peptide_0	root	Bacteria	Escherichia
peptide_1	Enterobacteriaceae	root	Other
peptide_2	Enterobacteriaceae	root	Other
peptide_3	root	Bacteria	Escherichia
peptide_4	Enterobacteriaceae	root	Other
peptide_5	root	Bacteria	Escherichia
peptide_6	Enterobacteriaceae	root	Salmonella
peptide_7	Enterobacteriaceae	root	Other
peptide_8	Enterobacteriaceae	root	Escherichia
peptide_9	root	root	Tequatrovirus
peptide_10	root	root	Other
peptide_11	root	Bacteria	Salmonella
peptide_12	root	Bacteria	Bacillus
peptide_13	Enterobacteriaceae	root	Salmonella
peptide_14	root	Bacteria	Salmonella
peptide_15	Enterobacteriaceae	root	Other
peptide_16	root	root	Salmonella
peptide_17	root	root	Salmonella
peptide_18	Enterobacteriaceae	Bacteria	Bacillus
peptide_19	root	root	Salmonella
peptide_20	Enterobacteriaceae	Bacteria	Other
peptide_21	root	root	Escherichia
peptide_22	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_23	Enterobacteriaceae	Bacteria	Bacillus
peptide_24	Enterobacteriaceae	Bacteria	Escherichia
peptide_25	root	root	Salmonella
peptide_26	root	root	Tequatrovirus
peptide_27	Enterobacteriaceae	root	Salmonella
peptide_28	root	Bacteria	Other
peptide_29	root	Bacteria	Other
peptide_30	Enterobacteriaceae	Bacteria	Other
peptide_31	Enterobacteriaceae	root	Other
peptide_32	Enterobacteriaceae	root	Salmonella
peptide_33	root	root	Salmonella
peptide_34	Enterobacteriaceae	Bacteria	Salmonella
peptide_35	root	Bacteria	Other
peptide_36	Enterobacteriaceae	Bacteria	Escherichia
peptide_37	Enterobacteriaceae	Bacteria	Escherichia
peptide_38	Enterobacteriaceae	Bacteria	Salmonella
peptide_39	Enterobacteriaceae	Bacteria	Salmonella
peptide_40	root	Bacteria	Tequatrovirus
peptide_41	Enterobacteriaceae	Bacteria	Escherichia
peptide_42	Enterobacteriaceae	Bacteria	Escherichia
peptide_43	root	Bacteria	Other
peptide_44	Enterobacteriaceae	root	Tequatrovirus
peptide_45	Enterobacteriaceae	root	Salmonella
peptide_46	Enterobacteriaceae	root	Tequatrovirus
peptide_47	root	Bacteria	Salmonella
peptide_48	root	root	Salmonella
peptide_49	root	root	Tequatrovirus
peptide_50	Enterobacteriaceae	Bacteria	Other
peptide_51	Enterobacteriaceae	Bacteria	Other
peptide_52	Enterobacteriaceae	Bacteria	Other
peptide_53	root	root	Tequatrovirus
peptide_54	Enterobacteriaceae	Bacteria	Salmonella
peptide_55	Enterobacteriaceae	root	Salmonella
peptide_56	root	root	Salmonella
peptide_57	root	Bacteria	Salmonella
peptide_58	Enterobacteriaceae	root	Tequatrovirus
peptide_59	Enterobacteriaceae	Bacteria	Salmonella
peptide_60	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_61	root	root	Tequatrovirus
peptide_62	root	root	Other
peptide_63	Enterobacteriaceae	root	Escherichia
peptide_64	Enterobacteriaceae	root	Salmonella
peptide_65	Enterobacteriaceae	root	Bacillus
peptide_66	root	Bacteria	Salmonella
peptide_67	root	root	Other
peptide_68	Enterobacteriaceae	root	Tequatrovirus
peptide_69	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_70	Enterobacteriaceae	Bacteria	Other
peptide_71	Enterobacteriaceae	Bacteria	Salmonella
peptide_72	Enterobacteriaceae	Bacteria	Salmonella
peptide_73	Enterobacteriaceae	Bacteria	Salmonella
peptide_74	root	root	Other
peptide_75	Enterobacteriaceae	root	Escherichia
peptide_76	root	Bacteria	Other
peptide_77	root	Bacteria	Bacillus
peptide_78	Enterobacteriaceae	Bacteria	Other
peptide_79	root	root	Bacillus
peptide_80	Enterobacteriaceae	Bacteria	Bacillus
peptide_81	Enterobacteriaceae	Bacteria	Other
peptide_82	root	Bacteria	Bacillus
peptide_83	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_84	Enterobacteriaceae	root	Escherichia
peptide_85	root	root	Escherichia
peptide_86	Enterobacteriaceae	root	Salmonella
peptide_87	Enterobacteriaceae	root	Escherichia
peptide_88	root	Bacteria	Bacillus
peptide_89	root	Bacteria	Salmonella
peptide_90	Enterobacteriaceae	Bacteria	Salmonella
peptide_91	root	root	Escherichia
peptide_92	Enterobacteriaceae	Bacteria	Salmonella
peptide_93	root	Bacteria	Other
peptide_94	Enterobacteriaceae	root	Salmonella
peptide_95	Enterobacteriaceae	root	Salmonella
peptide_96	root	Bacteria	Other
peptide_97	Enterobacteriaceae	root	Salmonella
peptide_98	Enterobacteriaceae	Bacteria	Other
peptide_99	Enterobacteriaceae	Bacteria	Escherichia
