peptide	lca	superkingdom	genus
peptide_0	Enterobacteriaceae	root	Salmonella
peptide_1	Enterobacteriaceae	root	Salmonella
peptide_2	Enterobacteriaceae	Bacteria	Salmonella
peptide_3	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_4	root	Bacteria	Other
peptide_5	root	root	Salmonella
peptide_6	Enterobacteriaceae	Bacteria	Escherichia
peptide_7	root	Bacteria	Tequatrovirus
peptide_8	Enterobacteriaceae	Bacteria	Salmonella
peptide_9	root	Bacteria	Salmonella
peptide_10	Enterobacteriaceae	root	Bacillus
peptide_11	Enterobacteriaceae	Bacteria	Other
peptide_12	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_13	root	root	Bacillus
peptide_14	root	root	Other
peptide_15	root	root	Bacillus
peptide_16	Enterobacteriaceae	root	Tequatrovirus
peptide_17	Enterobacteriaceae	root	Salmonella
peptide_18	root	Bacteria	Salmonella
peptide_19	Enterobacteriaceae	root	Escherichia
peptide_20	root	root	Escherichia
peptide_21	root	Bacteria	Salmonella
peptide_22	Enterobacteriaceae	root	Tequatrovirus
peptide_23	Enterobacteriaceae	root	Tequatrovirus
peptide_24	root	root	Salmonella
peptide_25	root	root	Other
peptide_26	root	root	Tequatrovirus
peptide_27	root	Bacteria	Escherichia
peptide_28	root	Bacteria	Salmonella
peptide_29	Enterobacteriaceae	root	Tequatrovirus
peptide_30	Enterobacteriaceae	root	Escherichia
peptide_31	Enterobacteriaceae	root	Escherichia
peptide_32	root	Bacteria	Other
peptide_33	Enterobacteriaceae	root	Escherichia
peptide_34	root	Bacteria	Salmonella
peptide_35	Enterobacteriaceae	Bacteria	Salmonella
peptide_36	Enterobacteriaceae	root	Escherichia
peptide_37	root	Bacteria	Tequatrovirus
peptide_38	root	Bacteria	Escherichia
peptide_39	root	Bacteria	Escherichia
peptide_40	root	Bacteria	Escherichia
peptide_41	Enterobacteriaceae	Bacteria	Other
peptide_42	Enterobacteriaceae	Bacteria	Other
peptide_43	Enterobacteriaceae	Bacteria	Salmonella
peptide_44	root	root	Salmonella
peptide_45	root	root	Bacillus
peptide_46	root	Bacteria	Other
peptide_47	root	Bacteria	Other
peptide_48	root	root	Tequatrovirus
peptide_49	Enterobacteriaceae	Bacteria	Bacillus
peptide_50	Enterobacteriaceae	Bacteria	Bacillus
peptide_51	root	Bacteria	Salmonella
peptide_52	Enterobacteriaceae	root	Other
peptide_53	Enterobacteriaceae	root	Salmonella
peptide_54	root	root	Salmonella
peptide_55	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_56	root	Bacteria	Tequatrovirus
peptide_57	Enterobacteriaceae	root	Other
peptide_58	root	root	Salmonella
peptide_59	root	root	Escherichia
peptide_60	root	Bacteria	Other
peptide_61	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_62	root	root	Bacillus
peptide_63	root	root	Tequatrovirus
peptide_64	root	Bacteria	Other
peptide_65	Enterobacteriaceae	root	Bacillus
peptide_66	root	Bacteria	Tequatrovirus
peptide_67	root	Bacteria	Escherichia
peptide_68	Enterobacteriaceae	root	Salmonella
peptide_69	Enterobacteriaceae	Bacteria	Other
peptide_70	root	Bacteria	Salmonella
peptide_71	root	Bacteria	Tequatrovirus
peptide_72	root	Bacteria	Salmonella
peptide_73	Enterobacteriaceae	root	Other
peptide_74	Enterobacteriaceae	root	Escherichia
peptide_75	root	root	Other
peptide_76	root	root	Salmonella
peptide_77	Enterobacteriaceae	Bacteria	Salmonella
peptide_78	Enterobacteriaceae	Bacteria	Other
peptide_79	Enterobacteriaceae	root	Escherichia
peptide_80	Enterobacteriaceae	Bacteria	Other
peptide_81	root	root	Tequatrovirus
peptide_82	root	Bacteria	Other
peptide_83	Enterobacteriaceae	root	Salmonella
peptide_84	Enterobacteriaceae	root	Bacillus
peptide_85	root	Bacteria	Other
peptide_86	root	root	Escherichia
peptide_87	root	Bacteria	Tequatrovirus
peptide_88	Enterobacteriaceae	root	Other
peptide_89	Enterobacteriaceae	root	Salmonella
peptide_90	root	root	Other
peptide_91	root	root	Salmonella
peptide_92	root	Bacteria	Escherichia
peptide_93	Enterobacteriaceae	root	Other
peptide_94	Enterobacteriaceae	root	Bacillus
peptide_95	root	root	Other
peptide_96	root	root	Bacillus
peptide_97	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_98	root	root	Salmonella
peptide_99	root	root	Other
