peptide	lca	superkingdom	genus
peptide_0	Enterobacteriaceae	Bacteria	Salmonella
peptide_1	Enterobacteriaceae	root	Salmonella
peptide_2	root	root	Bacillus
peptide_3	root	Bacteria	Bacillus
peptide_4	root	root	Tequatrovirus
peptide_5	Enterobacteriaceae	root	Salmonella
peptide_6	Enterobacteriaceae	Bacteria	Other
peptide_7	Enterobacteriaceae	Bacteria	Escherichia
peptide_8	root	root	Other
peptide_9	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_10	Enterobacteriaceae	Bacteria	Salmonella
peptide_11	Enterobacteriaceae	Bacteria	Salmonella
peptide_12	root	root	Other
peptide_13	Enterobacteriaceae	Bacteria	Salmonella
peptide_14	Enterobacteriaceae	Bacteria	Salmonella
peptide_15	Enterobacteriaceae	root	Bacillus
peptide_16	root	root	Other
peptide_17	Enterobacteriaceae	Bacteria	Other
peptide_18	Enterobacteriaceae	root	Escherichia
peptide_19	Enterobacteriaceae	Bacteria	Escherichia
peptide_20	Enterobacteriaceae	Bacteria	Bacillus
peptide_21	root	root	Escherichia
peptide_22	root	root	Escherichia
peptide_23	root	Bacteria	Escherichia
peptide_24	Enterobacteriaceae	Bacteria	Salmonella
peptide_25	Enterobacteriaceae	Bacteria	Bacillus
peptide_26	Enterobacteriaceae	Bacteria	Salmonella
peptide_27	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_28	Enterobacteriaceae	Bacteria	Other
peptide_29	root	root	Other
peptide_30	Enterobacteriaceae	root	Escherichia
peptide_31	Enterobacteriaceae	root	Salmonella
peptide_32	Enterobacteriaceae	Bacteria	Other
peptide_33	Enterobacteriaceae	Bacteria	Escherichia
peptide_34	Enterobacteriaceae	root	Tequatrovirus
peptide_35	Enterobacteriaceae	root	Escherichia
peptide_36	Enterobacteriaceae	root	Other
peptide_37	root	root	Other
peptide_38	root	Bacteria	Other
peptide_39	root	root	Salmonella
peptide_40	Enterobacteriaceae	root	Tequatrovirus
peptide_41	Enterobacteriaceae	Bacteria	Salmonella
peptide_42	root	root	Tequatrovirus
peptide_43	root	root	Bacillus
peptide_44	root	root	Salmonella
peptide_45	Enterobacteriaceae	root	Salmonella
peptide_46	Enterobacteriaceae	root	Salmonella
peptide_47	root	Bacteria	Salmonella
peptide_48	Enterobacteriaceae	root	Tequatrovirus
peptide_49	root	root	Tequatrovirus
peptide_50	root	root	Other
peptide_51	root	root	Salmonella
peptide_52	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_53	root	Bacteria	Tequatrovirus
peptide_54	Enterobacteriaceae	root	Tequatrovirus
peptide_55	Enterobacteriaceae	root	Bacillus
peptide_56	root	Bacteria	Other
peptide_57	Enterobacteriaceae	root	Escherichia
peptide_58	Enterobacteriaceae	Bacteria	Other
peptide_59	Enterobacteriaceae	root	Salmonella
peptide_60	root	Bacteria	Other
peptide_61	root	root	Other
peptide_62	Enterobacteriaceae	Bacteria	Bacillus
peptide_63	root	Bacteria	Other
peptide_64	root	Bacteria	Salmonella
peptide_65	Enterobacteriaceae	root	Other
peptide_66	root	root	Salmonella
peptide_67	root	root	Salmonella
peptide_68	Enterobacteriaceae	Bacteria	Salmonella
peptide_69	Enterobacteriaceae	Bacteria	Other
peptide_70	Enterobacteriaceae	Bacteria	Other
peptide_71	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_72	Enterobacteriaceae	root	Escherichia
peptide_73	Enterobacteriaceae	root	Salmonella
peptide_74	root	root	Salmonella
peptide_75	Enterobacteriaceae	root	Escherichia
peptide_76	Enterobacteriaceae	Bacteria	Bacillus
peptide_77	Enterobacteriaceae	root	Salmonella
peptide_78	root	root	Salmonella
peptide_79	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_80	Enterobacteriaceae	root	Escherichia
peptide_81	root	root	Other
peptide_82	Enterobacteriaceae	root	Other
peptide_83	root	root	Other
peptide_84	root	root	Bacillus
peptide_85	root	root	Salmonella
peptide_86	Enterobacteriaceae	Bacteria	Salmonella
peptide_87	Enterobacteriaceae	root	Escherichia
peptide_88	root	root	Tequatrovirus
peptide_89	root	root	Tequatrovirus
peptide_90	root	Bacteria	Other
peptide_91	Enterobacteriaceae	root	Bacillus
peptide_92	Enterobacteriaceae	Bacteria	Other
peptide_93	root	root	Salmonella
peptide_94	Enterobacteriaceae	Bacteria	Other
peptide_95	root	root	Salmonella
peptide_96	Enterobacteriaceae	Bacteria	Escherichia
peptide_97	root	Bacteria	Escherichia
peptide_98	root	root	Salmonella
peptide_99	Enterobacteriaceae	Bacteria	Salmonella
