peptide	lca	superkingdom	genus
peptide_0	root	Bacteria	Salmonella
peptide_1	root	Bacteria	Tequatrovirus
peptide_2	root	root	Other
peptide_3	Enterobacteriaceae	root	Escherichia
peptide_4	Enterobacteriaceae	root	Other
peptide_5	root	Bacteria	Tequatrovirus
peptide_6	Enterobacteriaceae	Bacteria	Salmonella
peptide_7	root	Bacteria	Other
peptide_8	root	Bacteria	Salmonella
peptide_9	root	root	Salmonella
peptide_10	root	Bacteria	Salmonella
peptide_11	Enterobacteriaceae	root	Other
peptide_12	Enterobacteriaceae	Bacteria	Other
peptide_13	root	root	Tequatrovirus
peptide_14	root	root	Salmonella
peptide_15	Enterobacteriaceae	root	Salmonella
peptide_16	Enterobacteriaceae	root	Salmonella
peptide_17	Enterobacteriaceae	root	Tequatrovirus
peptide_18	root	Bacteria	Escherichia
peptide_19	root	root	Salmonella
peptide_20	root	Bacteria	Other
peptide_21	Enterobacteriaceae	root	Salmonella
peptide_22	root	Bacteria	Salmonella
peptide_23	Enterobacteriaceae	Bacteria	Other
peptide_24	Enterobacteriaceae	root	Salmonella
peptide_25	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_26	root	Bacteria	Salmonella
peptide_27	Enterobacteriaceae	Bacteria	Other
peptide_28	Enterobacteriaceae	root	Tequatrovirus
peptide_29	root	Bacteria	Other
peptide_30	Enterobacteriaceae	root	Other
peptide_31	Enterobacteriaceae	root	Escherichia
peptide_32	Enterobacteriaceae	root	Tequatrovirus
peptide_33	root	root	Tequatrovirus
peptide_34	root	Bacteria	Tequatrovirus
peptide_35	root	root	Salmonella
peptide_36	Enterobacteriaceae	Bacteria	Bacillus
peptide_37	root	root	Tequatrovirus
peptide_38	root	root	Escherichia
peptide_39	root	root	Other
peptide_40	root	root	Tequatrovirus
peptide_41	Enterobacteriaceae	Bacteria	Other
peptide_42	Enterobacteriaceae	root	Salmonella
peptide_43	root	root	Salmonella
peptide_44	Enterobacteriaceae	Bacteria	Salmonella
peptide_45	root	root	Salmonella
peptide_46	root	root	Bacillus
peptide_47	root	Bacteria	Bacillus
peptide_48	Enterobacteriaceae	root	Other
peptide_49	root	Bacteria	Salmonella
peptide_50	Enterobacteriaceae	Bacteria	Bacillus
peptide_51	Enterobacteriaceae	root	Tequatrovirus
peptide_52	root	Bacteria	Salmonella
peptide_53	root	root	Bacillus
peptide_54	root	root	Escherichia
peptide_55	root	Bacteria	Salmonella
peptide_56	root	root	Tequatrovirus
peptide_57	root	root	Tequatrovirus
peptide_58	root	Bacteria	Salmonella
peptide_59	root	root	Bacillus
peptide_60	root	Bacteria	Salmonella
peptide_61	Enterobacteriaceae	Bacteria	Bacillus
peptide_62	Enterobacteriaceae	root	Salmonella
peptide_63	root	root	Tequatrovirus
peptide_64	Enterobacteriaceae	Bacteria	Salmonella
peptide_65	root	root	Other
peptide_66	root	Bacteria	Salmonella
peptide_67	root	Bacteria	Tequatrovirus
peptide_68	Enterobacteriaceae	Bacteria	Bacillus
peptide_69	Enterobacteriaceae	root	Other
peptide_70	root	Bacteria	Escherichia
peptide_71	root	root	Other
peptide_72	Enterobacteriaceae	Bacteria	Salmonella
peptide_73	root	Bacteria	Tequatrovirus
peptide_74	root	Bacteria	Escherichia
peptide_75	Enterobacteriaceae	Bacteria	Escherichia
peptide_76	Enterobacteriaceae	Bacteria	Other
peptide_77	Enterobacteriaceae	Bacteria	Salmonella
peptide_78	root	Bacteria	Other
peptide_79	Enterobacteriaceae	Bacteria	Salmonella
peptide_80	root	Bacteria	Escherichia
peptide_81	root	Bacteria	Other
peptide_82	root	root	Salmonella
peptide_83	Enterobacteriaceae	Bacteria	Salmonella
peptide_84	root	Bacteria	Other
peptide_85	Enterobacteriaceae	root	Escherichia
peptide_86	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_87	Enterobacteriaceae	root	Other
peptide_88	root	root	Bacillus
peptide_89	root	Bacteria	Bacillus
peptide_90	Enterobacteriaceae	Bacteria	Escherichia
peptide_91	Enterobacteriaceae	root	Escherichia
peptide_92	Enterobacteriaceae	root	Other
peptide_93	Enterobacteriaceae	Bacteria	Tequatrovirus
peptide_94	Enterobacteriaceae	Bacteria	Other
peptide_95	Enterobacteriaceae	Bacteria	Salmonella
peptide_96	root	Bacteria	Salmonella
peptide_97	root	root	Escherichia
peptide_98	root	Bacteria	Salmonella
peptide_99	Enterobacteriaceae	root	Other
